zone_profile_id,botanical_entry_id,match_status,match_candidates,botanical_link,common_names,growth_habit,forest_garden_layer,lifespan,native_region,climate_band_prefers,hardiness_class,outdoor_suitability,greenhouse_zone,indoor_container_use,soil_type,soil_moisture,soil_functions,sun_exposure,humidity_preference,root_depth_type,spread_pattern,companion_plants,incompatible_with,guild_roles,foraging_habitat,harvest_window,planting_sowing_window,yield_regrowth,propagation_methods,conservation_status,foraging_cautions,wildlife_supported,notes,branch_id,country,region,zone,microclimate_tags,production_mode,source_table,source_row
BRWM-00154,BOT-BR-0049,matched_source_id,BOT-BR-0049:Barbatimão,Barbatimão,Barbatimão,Tree,,,Brazil,Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,well-drained cerrado soils,Managed medicinal crop,Brazil_Working_Master,155
BRWM-00155,BOT-BR-0049,matched_source_id,BOT-BR-0049:Barbatimão,Barbatimão,Barbatimão,Tree,,,Brazil,Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,well-drained cerrado soils,Managed medicinal crop,Brazil_Working_Master,156
BRWM-00156,BOT-BR-0050,matched_source_id,BOT-BR-0050:Baru,Baru,Baru,Tree,,,Brazil,Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,savanna;deep root;drought-tolerant,Cultivated orchard,Brazil_Working_Master,157
BRWM-00157,BOT-BR-0050,matched_source_id,BOT-BR-0050:Baru,Baru,Baru,Tree,,,Brazil,Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,savanna;deep root;drought-tolerant,Cultivated orchard,Brazil_Working_Master,158
BRWM-00158,BOT-BR-0051,matched_source_id,BOT-BR-0051:Biribá,Biribá,Biribá,Tree,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid tropical orchard,Cultivated orchard,Brazil_Working_Master,159
BRWM-00159,BOT-BR-0051,matched_source_id,BOT-BR-0051:Biribá,Biribá,Biribá,Tree,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,humid tropical orchard,Cultivated orchard,Brazil_Working_Master,160
BRWM-00160,BOT-BR-0052,matched_source_id,BOT-BR-0052:Boldo-baiano,Boldo-baiano,Boldo-baiano,Herb / shrub,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed herbs,well-drained;full sun,Cultivated herb bed,Brazil_Working_Master,161
BRWM-00161,BOT-BR-0052,matched_source_id,BOT-BR-0052:Boldo-baiano,Boldo-baiano,Boldo-baiano,Herb / shrub,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed herbs,well-drained;full sun,Cultivated herb bed,Brazil_Working_Master,162
BRWM-00162,BOT-BR-0052,matched_source_id,BOT-BR-0052:Boldo-baiano,Boldo-baiano,Boldo-baiano,Herb / shrub,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed herbs,well-drained;full sun,Cultivated herb bed,Brazil_Working_Master,163
BRWM-00163,BOT-BR-0053,matched_source_id,BOT-BR-0053:Buriti,Buriti,Buriti,Palm,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,wetlands;veredas,Cultivated orchard,Brazil_Working_Master,164
BRWM-00164,BOT-BR-0053,matched_source_id,BOT-BR-0053:Buriti,Buriti,Buriti,Palm,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,wetlands;veredas,Cultivated orchard,Brazil_Working_Master,165
BRWM-00165,BOT-BR-0053,matched_source_id,BOT-BR-0053:Buriti,Buriti,Buriti,Palm,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Pantanal Wet-Dry,wetlands;veredas,Cultivated orchard,Brazil_Working_Master,166
BRWM-00166,BOT-BR-0054,matched_source_id,BOT-BR-0054:Cacau,Cacau,Cacau,Tree,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid shade systems;cabruca/agroforestry,Cultivated orchard,Brazil_Working_Master,167
BRWM-00167,BOT-BR-0054,matched_source_id,BOT-BR-0054:Cacau,Cacau,Cacau,Tree,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,humid shade systems;cabruca/agroforestry,Cultivated orchard,Brazil_Working_Master,168
BRWM-00168,BOT-BR-0054,matched_source_id,BOT-BR-0054:Cacau,Cacau,Cacau,Tree,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,humid shade systems;cabruca/agroforestry,Cultivated orchard,Brazil_Working_Master,169
BRWM-00169,BOT-BR-0055,matched_source_id,BOT-BR-0055:Café arábica,Café arábica,Café arábica,Shrub,,,Brazil,Highland mild;Subtropical humid,,Widely cultivated in Brazil,,,Well-drained;acidic to slightly acidic,,,Highland to mild subtropical;managed plantations,,,,,,,Coffee plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated / managed,Brazil_Working_Master,170
BRWM-00170,BOT-BR-0055,matched_source_id,BOT-BR-0055:Café arábica,Café arábica,Café arábica,Shrub,,,Brazil,Highland mild;Subtropical humid,,Widely cultivated in Brazil,,,Well-drained;acidic to slightly acidic,,,Highland to mild subtropical;managed plantations,,,,,,,Coffee plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated / managed,Brazil_Working_Master,171
BRWM-00171,BOT-BR-0056,matched_source_id,BOT-BR-0056:Café arábica — Acaiá Cerrado MG-1474,Café arábica — Acaiá Cerrado MG-1474,Café arábica — Acaiá Cerrado MG-1474,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,172
BRWM-00172,BOT-BR-0056,matched_source_id,BOT-BR-0056:Café arábica — Acaiá Cerrado MG-1474,Café arábica — Acaiá Cerrado MG-1474,Café arábica — Acaiá Cerrado MG-1474,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,173
BRWM-00173,BOT-BR-0057,matched_source_id,BOT-BR-0057:Café arábica — Acauã,Café arábica — Acauã,Café arábica — Acauã,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,174
BRWM-00174,BOT-BR-0057,matched_source_id,BOT-BR-0057:Café arábica — Acauã,Café arábica — Acauã,Café arábica — Acauã,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,175
BRWM-00175,BOT-BR-0058,matched_source_id,BOT-BR-0058:Café arábica — Arara,Café arábica — Arara,Café arábica — Arara,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,176
BRWM-00176,BOT-BR-0058,matched_source_id,BOT-BR-0058:Café arábica — Arara,Café arábica — Arara,Café arábica — Arara,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,177
BRWM-00177,BOT-BR-0059,matched_source_id,BOT-BR-0059:Café arábica — Araraçu,Café arábica — Araraçu,Café arábica — Araraçu,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,178
BRWM-00178,BOT-BR-0059,matched_source_id,BOT-BR-0059:Café arábica — Araraçu,Café arábica — Araraçu,Café arábica — Araraçu,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,179
BRWM-00179,BOT-BR-0060,matched_source_id,BOT-BR-0060:Café arábica — Bourbon Amarelo,Café arábica — Bourbon Amarelo,Café arábica — Bourbon Amarelo,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,180
BRWM-00180,BOT-BR-0060,matched_source_id,BOT-BR-0060:Café arábica — Bourbon Amarelo,Café arábica — Bourbon Amarelo,Café arábica — Bourbon Amarelo,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,181
BRWM-00181,BOT-BR-0061,matched_source_id,BOT-BR-0061:Café arábica — Catiguá MG2,Café arábica — Catiguá MG2,Café arábica — Catiguá MG2,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,182
BRWM-00182,BOT-BR-0061,matched_source_id,BOT-BR-0061:Café arábica — Catiguá MG2,Café arábica — Catiguá MG2,Café arábica — Catiguá MG2,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,183
BRWM-00183,BOT-BR-0062,matched_source_id,BOT-BR-0062:Café arábica — Catuaí Amarelo,Café arábica — Catuaí Amarelo,Café arábica — Catuaí Amarelo,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,184
BRWM-00184,BOT-BR-0062,matched_source_id,BOT-BR-0062:Café arábica — Catuaí Amarelo,Café arábica — Catuaí Amarelo,Café arábica — Catuaí Amarelo,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,185
BRWM-00185,BOT-BR-0063,matched_source_id,BOT-BR-0063:Café arábica — Catuaí Vermelho,Café arábica — Catuaí Vermelho,Café arábica — Catuaí Vermelho,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,186
BRWM-00186,BOT-BR-0063,matched_source_id,BOT-BR-0063:Café arábica — Catuaí Vermelho,Café arábica — Catuaí Vermelho,Café arábica — Catuaí Vermelho,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,187
